DEPTH,GR,LLD,RHOB,NPHI,Formation,CORR GR,CORR LLD,CORR RHOB,CORR NPHI
3946.0,61.922,0.5018804937550587,2.681,0.253,Hugin Fm. VOLVE Top,61.922,0.5018804937550587,2.681,0.253
3946.1,62.06,0.610766594773271,2.664,0.231,Hugin Fm. VOLVE Top,62.06,0.610766594773271,,0.231
3946.2,61.34,0.6174197467371766,2.652,0.223,Hugin Fm. VOLVE Top,61.34,0.6174197467371766,,0.223
3946.3,62.082,0.6337713460825555,2.636,0.225,Hugin Fm. VOLVE Top,62.082,0.6337713460825555,2.636,0.225
3946.4,62.898,0.6366884479532827,2.614,0.237,Hugin Fm. VOLVE Top,62.898,0.6366884479532827,2.614,0.237
3946.5,62.383,0.6857417386022636,2.594,0.266,Hugin Fm. VOLVE Top,62.383,0.6857417386022636,2.594,0.266
3946.6,61.013,0.7480328941301435,2.582,0.294,Hugin Fm. VOLVE Top,61.013,0.7480328941301435,2.582,0.294
3946.7,61.104,0.8193464840804529,2.578,0.312,Hugin Fm. VOLVE Top,61.104,0.8193464840804529,2.578,0.312
3946.8,62.923,0.8502172417983894,2.58,0.321,Hugin Fm. VOLVE Top,62.923,0.8502172417983894,2.58,0.321
3946.9,65.398,0.8088858673598122,2.585,0.333,Hugin Fm. VOLVE Top,65.398,,2.585,0.333
3947.0,67.137,0.7696726640554925,2.593,0.34,Hugin Fm. VOLVE Top,67.137,0.7696726640554925,2.593,0.34
3947.1,69.533,0.7450747915820575,2.6,0.344,Hugin Fm. VOLVE Top,,,2.6,
3947.2,69.809,0.752739693935328,2.602,0.343,Hugin Fm. VOLVE Top,69.809,0.752739693935328,2.602,
3947.3,68.659,0.7478000908643688,2.599,0.335,Hugin Fm. VOLVE Top,68.659,0.7478000908643688,2.599,0.335
3947.4,67.195,0.7446840632768864,2.601,0.329,Hugin Fm. VOLVE Top,67.195,,2.601,0.329
3947.5,64.474,0.7469454096151047,2.616,0.324,Hugin Fm. VOLVE Top,64.474,,2.616,0.324
3947.6,63.53,0.7615519885641819,2.639,0.328,Hugin Fm. VOLVE Top,63.53,0.7615519885641819,2.639,0.328
3947.7,61.478,0.7356787259059046,2.659,0.334,Hugin Fm. VOLVE Top,61.478,0.7356787259059046,,0.334
3947.8,64.242,0.6948683279824561,2.663,0.338,Hugin Fm. VOLVE Top,64.242,0.6948683279824561,2.663,0.338
3947.9,66.352,0.6766021695820184,2.649,0.34,Hugin Fm. VOLVE Top,66.352,,2.649,0.34
3948.0,67.379,0.675136504467994,2.62,0.337,Hugin Fm. VOLVE Top,67.379,0.675136504467994,2.62,0.337
3948.1,65.523,0.6869042695681774,2.59,0.325,Hugin Fm. VOLVE Top,65.523,0.6869042695681774,2.59,0.325
3948.2,63.261,0.7338390006971495,2.57,0.31,Hugin Fm. VOLVE Top,63.261,,2.57,0.31
3948.3,61.291,0.7519715747363273,2.562,0.298,Hugin Fm. VOLVE Top,61.291,0.7519715747363273,2.562,0.298
3948.4,61.662,0.7259116322950482,2.561,0.291,Hugin Fm. VOLVE Top,61.662,0.7259116322950482,2.561,0.291
3948.5,60.901,0.7076553235311869,2.566,0.288,Hugin Fm. VOLVE Top,60.901,0.7076553235311869,2.566,0.288
3948.6,59.248,0.7102866477028908,2.574,0.288,Hugin Fm. VOLVE Top,59.248,0.7102866477028908,2.574,0.288
3948.7,56.564,0.7044079273868409,2.582,0.288,Hugin Fm. VOLVE Top,,0.7044079273868409,2.582,0.288
3948.8,55.119,0.674585602302914,2.587,0.285,Hugin Fm. VOLVE Top,,0.674585602302914,2.587,0.285
3948.9,53.651,0.664265800147675,2.593,0.283,Hugin Fm. VOLVE Top,53.651,,2.593,
3949.0,50.766,0.7009631781595493,2.61,0.281,Hugin Fm. VOLVE Top,50.766,0.7009631781595493,2.61,0.281
3949.1,50.621,0.7965049515532963,2.633,0.28,Hugin Fm. VOLVE Top,50.621,,,0.28
3949.2,53.578,0.8129801660394804,2.647,0.274,Hugin Fm. VOLVE Top,,0.8129801660394804,,0.274
3949.3,55.104,0.47827783191960466,2.639,0.274,Hugin Fm. VOLVE Top,,0.47827783191960466,2.639,0.274
3949.4,55.663,0.27207378750000993,2.61,0.277,Hugin Fm. VOLVE Top,,0.27207378750000993,2.61,
3949.5,54.481,0.3695868907363443,2.581,0.282,Hugin Fm. VOLVE Top,54.481,,2.581,0.282
3949.6,53.154,0.37401474029191156,2.571,0.284,Hugin Fm. VOLVE Top,53.154,,2.571,0.284
3949.7,52.633,0.33845649360460484,2.582,0.285,Hugin Fm. VOLVE Top,,0.33845649360460484,2.582,0.285
3949.8,51.934,0.37821614974987783,2.6,0.287,Hugin Fm. VOLVE Top,51.934,0.37821614974987783,2.6,0.287
3949.9,52.352,0.455910240382743,2.612,0.286,Hugin Fm. VOLVE Top,52.352,0.455910240382743,2.612,0.286
3950.1,48.213,0.22608411597582387,2.619,0.281,Heather Fm. Top,48.213,0.22608411597582387,2.619,0.281
3950.2,46.412,0.21404867941194144,2.623,0.275,Heather Fm. Top,,,2.623,
3950.3,43.668,0.26054837263697944,2.632,0.265,Heather Fm. Top,43.668,0.26054837263697944,2.632,
3950.4,40.802,0.40053798939194624,2.642,0.254,Heather Fm. Top,40.802,0.40053798939194624,2.642,0.254
3950.5,39.818,0.5482665451707452,2.652,0.245,Heather Fm. Top,,0.5482665451707452,,0.245
3950.6,37.337,0.5850092799024611,2.655,0.239,Heather Fm. Top,37.337,0.5850092799024611,2.655,0.239
3950.7,36.34,0.6604860157849678,2.65,0.235,Heather Fm. Top,36.34,0.6604860157849678,,0.235
3950.8,36.029,0.7508939203821253,2.637,0.231,Heather Fm. Top,,0.7508939203821253,,0.231
3950.9,34.976,0.7745169657285496,2.623,0.223,Heather Fm. Top,34.976,0.7745169657285496,2.623,0.223
3951.0,33.098,0.8291107101552946,2.611,0.219,Heather Fm. Top,33.098,0.8291107101552946,2.611,0.219
3951.1,30.361,0.9503648543761231,2.602,0.204,Heather Fm. Top,,0.9503648543761231,2.602,0.204
3951.2,28.855,1.171375366744941,2.59,0.187,Heather Fm. Top,28.855,1.171375366744941,2.59,0.187
3951.3,27.765,1.5473069410980425,2.569,0.171,Heather Fm. Top,27.765,1.5473069410980425,2.569,0.171
3951.4,26.616,1.6707095952237971,2.533,0.166,Heather Fm. Top,26.616,1.6707095952237971,2.533,0.166
3951.5,24.912,1.5794405971397971,2.479,0.164,Heather Fm. Top,24.912,1.5794405971397971,2.479,0.164
3951.6,21.728,1.5227571257978825,2.416,0.162,Heather Fm. Top,21.728,1.5227571257978825,2.416,0.162
3951.7,20.404,1.5832894787479632,2.356,0.162,Heather Fm. Top,20.404,1.5832894787479632,2.356,0.162
3951.8,18.557,1.652971172017589,2.31,0.161,Heather Fm. Top,18.557,,,0.161
3951.9,16.014,1.6845222124965917,2.28,0.158,Heather Fm. Top,16.014,,2.28,0.158
3952.1,15.33,1.79762757198769,2.243,0.151,Hugin Fm. VOLVE Top,15.33,,2.243,0.151
3952.2,15.175,1.8728261433222884,2.229,0.148,Hugin Fm. VOLVE Top,15.175,,2.229,0.148
3952.3,15.19,1.9293269477318773,2.219,0.15,Hugin Fm. VOLVE Top,15.19,,2.219,0.15
3952.4,15.667,1.9042664159626514,2.213,0.154,Hugin Fm. VOLVE Top,,1.9042664159626514,2.213,0.154
3952.5,15.731,1.8516863154424275,2.21,0.158,Hugin Fm. VOLVE Top,15.731,1.8516863154424275,2.21,0.158
3952.6,15.454,1.828917561616686,2.211,0.161,Hugin Fm. VOLVE Top,15.454,1.828917561616686,2.211,0.161
3952.7,16.158,1.829573916472678,2.211,0.163,Hugin Fm. VOLVE Top,,1.829573916472678,2.211,0.163
3952.8,16.407,1.8333128902027827,2.209,0.168,Hugin Fm. VOLVE Top,16.407,1.8333128902027827,2.209,0.168
3952.9,16.496,1.832285321234867,2.207,0.169,Hugin Fm. VOLVE Top,16.496,1.832285321234867,2.207,0.169
3953.0,16.142,1.839811025445827,2.204,0.167,Hugin Fm. VOLVE Top,16.142,,2.204,0.167
3953.1,14.908,1.8451662809283387,2.202,0.167,Hugin Fm. VOLVE Top,,1.8451662809283387,2.202,0.167
3953.2,14.867,1.8551980103548222,2.201,0.167,Hugin Fm. VOLVE Top,14.867,,2.201,0.167
3953.3,14.909,1.8604577954234711,2.2,0.169,Hugin Fm. VOLVE Top,,1.8604577954234711,2.2,0.169
3953.4,14.705,1.8740641375714044,2.2,0.167,Hugin Fm. VOLVE Top,14.705,1.8740641375714044,2.2,0.167
3953.5,15.362,1.8756804152957995,2.2,0.165,Hugin Fm. VOLVE Top,15.362,1.8756804152957995,2.2,0.165
3953.6,16.436,1.8773022218838622,2.199,0.164,Hugin Fm. VOLVE Top,16.436,1.8773022218838622,2.199,0.164
3953.7,17.476,1.8767603696839363,2.199,0.164,Hugin Fm. VOLVE Top,17.476,1.8767603696839363,2.199,0.164
3953.8,16.511,1.877728311300352,2.2,0.165,Hugin Fm. VOLVE Top,,,2.2,0.165
3953.9,15.764,1.8836500809010934,2.204,0.166,Hugin Fm. VOLVE Top,15.764,1.8836500809010934,2.204,0.166
3954.0,16.869,1.893051223353465,2.208,0.164,Hugin Fm. VOLVE Top,,1.893051223353465,2.208,0.164
3954.1,17.259,1.8959747323590646,2.211,0.164,Hugin Fm. VOLVE Top,17.259,1.8959747323590646,2.211,0.164
3954.2,16.597,1.8905495554159157,2.214,0.167,Hugin Fm. VOLVE Top,16.597,1.8905495554159157,2.214,0.167
3954.3,16.236,1.895588275666263,2.215,0.167,Hugin Fm. VOLVE Top,16.236,1.895588275666263,2.215,0.167
3954.4,15.496,1.896702544930834,2.217,0.166,Hugin Fm. VOLVE Top,,1.896702544930834,2.217,0.166
3954.5,15.581,1.8976985515915241,2.22,0.166,Hugin Fm. VOLVE Top,,1.8976985515915241,2.22,0.166
3954.6,15.937,1.8972751151942608,2.22,0.163,Hugin Fm. VOLVE Top,15.937,1.8972751151942608,2.22,0.163
3954.7,16.497,1.8975886077959156,2.218,0.164,Hugin Fm. VOLVE Top,16.497,1.8975886077959156,2.218,0.164
3954.8,16.541,1.906281155772153,2.213,0.164,Hugin Fm. VOLVE Top,16.541,,2.213,0.164
3954.9,15.795,1.9052344415203115,2.207,0.166,Hugin Fm. VOLVE Top,15.795,,2.207,0.166
3955.0,15.217,1.9057958803678685,2.202,0.168,Hugin Fm. VOLVE Top,15.217,,2.202,0.168
3955.1,15.148,1.9052182353937002,2.199,0.17,Hugin Fm. VOLVE Top,15.148,1.9052182353937002,2.199,0.17
3955.2,15.441,1.9015019121300547,2.199,0.169,Hugin Fm. VOLVE Top,15.441,1.9015019121300547,2.199,0.169
3955.3,15.89,1.8985387020091342,2.201,0.164,Hugin Fm. VOLVE Top,15.89,,2.201,0.164
3955.4,16.064,1.9006347245581927,2.202,0.158,Hugin Fm. VOLVE Top,16.064,1.9006347245581927,2.202,0.158
3955.5,15.972,1.8922393433956706,2.203,0.161,Hugin Fm. VOLVE Top,15.972,,2.203,0.161
3955.6,15.734,1.8959912871063802,2.203,0.161,Hugin Fm. VOLVE Top,15.734,1.8959912871063802,2.203,0.161
3955.7,15.886,1.8897049887855095,2.204,0.16,Hugin Fm. VOLVE Top,15.886,1.8897049887855095,2.204,0.16
3955.8,15.946,1.887594797447993,2.206,0.159,Hugin Fm. VOLVE Top,15.946,,2.206,0.159
3955.9,14.886,1.8819549713396004,2.207,0.158,Hugin Fm. VOLVE Top,,,2.207,0.158
3956.0,14.219,1.88141319029326,2.207,0.157,Hugin Fm. VOLVE Top,14.219,,2.207,0.157
3956.1,14.257,1.8768930130255437,2.207,0.155,Hugin Fm. VOLVE Top,14.257,,2.207,0.155
3956.2,14.881,1.8764949614020043,2.207,0.153,Hugin Fm. VOLVE Top,14.881,1.8764949614020043,2.207,0.153
3956.3,14.789,1.8732275702760501,2.207,0.152,Hugin Fm. VOLVE Top,14.789,,2.207,0.152
3956.4,13.97,1.8708192713850762,2.206,0.152,Hugin Fm. VOLVE Top,13.97,1.8708192713850762,2.206,0.152
3956.5,14.114,1.8736286265255855,2.205,0.152,Hugin Fm. VOLVE Top,14.114,,2.205,0.152
3956.6,13.615,1.8716079578822473,2.204,0.15,Hugin Fm. VOLVE Top,13.615,1.8716079578822473,2.204,0.15
3956.7,14.123,1.8713452214920303,2.204,0.149,Hugin Fm. VOLVE Top,14.123,1.8713452214920303,2.204,0.149
3956.8,14.236,1.8695954357344315,2.204,0.15,Hugin Fm. VOLVE Top,14.236,,2.204,0.15
3956.9,14.057,1.8705385040024558,2.204,0.152,Hugin Fm. VOLVE Top,14.057,,2.204,0.152
3957.0,14.363,1.8712167147176983,2.204,0.155,Hugin Fm. VOLVE Top,14.363,1.8712167147176983,2.204,0.155
3957.1,14.239,1.8695837077134239,2.205,0.156,Hugin Fm. VOLVE Top,14.239,,2.205,0.156
3957.2,14.085,1.8638341935782587,2.205,0.156,Hugin Fm. VOLVE Top,14.085,1.8638341935782587,2.205,0.156
3957.3,14.872,1.8603859260769346,2.205,0.156,Hugin Fm. VOLVE Top,14.872,1.8603859260769346,2.205,0.156
3957.4,15.602,1.8572782062278221,2.205,0.156,Hugin Fm. VOLVE Top,,1.8572782062278221,2.205,0.156
3957.5,15.721,1.8588258292696094,2.206,0.157,Hugin Fm. VOLVE Top,15.721,,2.206,0.157
3957.6,14.307,1.8611937713134443,2.207,0.156,Hugin Fm. VOLVE Top,14.307,,2.207,0.156
3957.7,14.358,1.861725530057635,2.207,0.153,Hugin Fm. VOLVE Top,14.358,,2.207,0.153
3957.8,15.112,1.8603859260769346,2.206,0.15,Hugin Fm. VOLVE Top,15.112,1.8603859260769346,2.206,0.15
3957.9,14.697,1.8574953263332834,2.204,0.148,Hugin Fm. VOLVE Top,14.697,1.8574953263332834,2.204,0.148
3958.0,14.634,1.8560579037787512,2.202,0.147,Hugin Fm. VOLVE Top,14.634,,2.202,0.147
3958.1,14.153,1.856033704718642,2.201,0.148,Hugin Fm. VOLVE Top,14.153,,2.201,0.148
3958.2,14.196,1.8514723847971444,2.2,0.149,Hugin Fm. VOLVE Top,14.196,1.8514723847971444,2.2,0.149
3958.3,14.713,1.845172484116128,2.202,0.15,Hugin Fm. VOLVE Top,14.713,1.845172484116128,2.202,0.15
3958.4,15.104,1.841415787413303,2.205,0.15,Hugin Fm. VOLVE Top,15.104,1.841415787413303,2.205,0.15
3958.5,15.632,1.840513838556672,2.21,0.151,Hugin Fm. VOLVE Top,15.632,1.840513838556672,2.21,0.151
3958.6,16.347,1.835899743271192,2.213,0.152,Hugin Fm. VOLVE Top,16.347,1.835899743271192,2.213,0.152
3958.7,17.004,1.82529626443096,2.216,0.153,Hugin Fm. VOLVE Top,,,2.216,0.153
3958.8,17.763,1.8168839778933712,2.217,0.154,Hugin Fm. VOLVE Top,17.763,1.8168839778933712,2.217,0.154
3958.9,16.557,1.8201291805620996,2.218,0.154,Hugin Fm. VOLVE Top,,,2.218,0.154
3959.0,16.016,1.8280602336635463,2.22,0.157,Hugin Fm. VOLVE Top,16.016,1.8280602336635463,2.22,0.157
3959.1,16.982,1.8340708381017385,2.221,0.154,Hugin Fm. VOLVE Top,,,2.221,0.154
3959.2,17.963,1.8383578714509936,2.222,0.154,Hugin Fm. VOLVE Top,17.963,1.8383578714509936,,0.154
3959.3,16.893,1.8374811138388936,2.221,0.153,Hugin Fm. VOLVE Top,16.893,,2.221,0.153
3959.4,17.408,1.8468997218824614,2.22,0.151,Hugin Fm. VOLVE Top,17.408,1.8468997218824614,2.22,0.151
3959.5,17.202,1.8506094809213491,2.22,0.15,Hugin Fm. VOLVE Top,,1.8506094809213491,2.22,0.15
3959.6,17.443,1.853327017288209,2.22,0.15,Hugin Fm. VOLVE Top,17.443,1.853327017288209,2.22,0.15
3959.7,18.02,1.8614806434271869,2.219,0.151,Hugin Fm. VOLVE Top,18.02,,2.219,0.151
3959.8,18.189,1.8659858872952566,2.217,0.152,Hugin Fm. VOLVE Top,,1.8659858872952566,2.217,0.152
3959.9,18.151,1.8692023745178226,2.215,0.153,Hugin Fm. VOLVE Top,18.151,1.8692023745178226,2.215,0.153
3960.0,16.888,1.8724185190803333,2.211,0.153,Hugin Fm. VOLVE Top,16.888,,2.211,0.153
3960.1,17.32,1.870409758264949,2.207,0.153,Hugin Fm. VOLVE Top,17.32,,2.207,0.153
3960.2,17.897,1.8740235083473462,2.206,0.153,Hugin Fm. VOLVE Top,17.897,1.8740235083473462,2.206,0.153
3960.3,18.133,1.8683857828035997,2.206,0.153,Hugin Fm. VOLVE Top,18.133,1.8683857828035997,2.206,0.153
3960.4,18.365,1.8683857828035997,2.206,0.153,Hugin Fm. VOLVE Top,18.365,1.8683857828035997,2.206,0.153
3960.5,17.345,1.8671786478729275,2.207,0.154,Hugin Fm. VOLVE Top,17.345,,2.207,0.154
3960.6,17.828,1.8667774901665661,2.207,0.155,Hugin Fm. VOLVE Top,17.828,1.8667774901665661,2.207,0.155
3960.7,18.422,1.8601402827007285,2.206,0.156,Hugin Fm. VOLVE Top,,1.8601402827007285,2.206,0.156
3960.8,18.304,1.861576225371072,2.205,0.156,Hugin Fm. VOLVE Top,18.304,,2.205,0.156
3960.9,19.414,1.857030798272624,2.204,0.154,Hugin Fm. VOLVE Top,19.414,1.857030798272624,2.204,0.154
3961.0,19.327,1.8537164590601376,2.201,0.155,Hugin Fm. VOLVE Top,19.327,1.8537164590601376,2.201,0.155
3961.1,18.435,1.8568557172605262,2.197,0.158,Hugin Fm. VOLVE Top,,1.8568557172605262,2.197,0.158
3961.2,17.381,1.8568376014025754,2.193,0.161,Hugin Fm. VOLVE Top,,1.8568376014025754,2.193,0.161
3961.3,17.884,1.8544821535007747,2.191,0.163,Hugin Fm. VOLVE Top,,1.8544821535007747,2.191,0.163
3961.4,18.359,1.8509768836407146,2.19,0.161,Hugin Fm. VOLVE Top,18.359,1.8509768836407146,2.19,0.161
3961.5,18.251,1.8587837490922159,2.192,0.157,Hugin Fm. VOLVE Top,18.251,,2.192,0.157
3961.6,18.401,1.849757135301383,2.197,0.153,Hugin Fm. VOLVE Top,18.401,,2.197,0.153
3961.7,17.866,1.8386098481816289,2.204,0.149,Hugin Fm. VOLVE Top,17.866,1.8386098481816289,2.204,0.149
3961.8,18.426,1.8325025259757175,2.212,0.146,Hugin Fm. VOLVE Top,,1.8325025259757175,2.212,0.146
3961.9,18.55,1.826890768595835,2.222,0.143,Hugin Fm. VOLVE Top,18.55,1.826890768595835,,0.143
3962.0,17.582,1.832125542534009,2.23,0.143,Hugin Fm. VOLVE Top,17.582,1.832125542534009,2.23,0.143
3962.1,16.483,1.826890768595835,2.233,0.144,Hugin Fm. VOLVE Top,16.483,1.826890768595835,2.233,0.144
3962.2,16.219,1.8250624305383718,2.232,0.146,Hugin Fm. VOLVE Top,,,2.232,0.146
3962.3,17.29,1.8242690558542873,2.224,0.146,Hugin Fm. VOLVE Top,,,,0.146
3962.4,16.532,1.8257700414564038,2.215,0.148,Hugin Fm. VOLVE Top,16.532,1.8257700414564038,2.215,0.148
3962.5,16.848,1.8287565388563587,2.207,0.15,Hugin Fm. VOLVE Top,16.848,1.8287565388563587,2.207,0.15
3962.6,16.367,1.830999033784504,2.201,0.153,Hugin Fm. VOLVE Top,,1.830999033784504,2.201,0.153
3962.7,14.32,1.8283698404719144,2.196,0.155,Hugin Fm. VOLVE Top,14.32,1.8283698404719144,2.196,0.155
3962.8,14.168,1.826890768595835,2.191,0.156,Hugin Fm. VOLVE Top,14.168,1.826890768595835,2.191,0.156
3962.9,14.363,1.8264765013148658,2.187,0.156,Hugin Fm. VOLVE Top,14.363,1.8264765013148658,2.187,0.156
3963.0,14.952,1.81760502934538,2.184,0.156,Hugin Fm. VOLVE Top,,1.81760502934538,2.184,0.156
3963.1,15.635,1.8164865573810316,2.183,0.155,Hugin Fm. VOLVE Top,15.635,1.8164865573810316,2.183,0.155
3963.2,15.844,1.8131872098791124,2.185,0.155,Hugin Fm. VOLVE Top,15.844,1.8131872098791124,2.185,0.155
3963.3,15.019,1.8088184250921242,2.186,0.155,Hugin Fm. VOLVE Top,,1.8088184250921242,2.186,0.155
3963.4,14.655,1.8045006260125118,2.186,0.156,Hugin Fm. VOLVE Top,14.655,1.8045006260125118,2.186,0.156
3963.5,14.131,1.8088251697902074,2.183,0.157,Hugin Fm. VOLVE Top,14.131,1.8088251697902074,2.183,0.157
3963.6,14.165,1.8084945563400279,2.18,0.157,Hugin Fm. VOLVE Top,14.165,1.8084945563400279,2.18,0.157
3963.7,14.196,1.8153984154164347,2.177,0.156,Hugin Fm. VOLVE Top,14.196,1.8153984154164347,2.177,0.156
3963.8,13.995,1.8146803423483981,2.178,0.156,Hugin Fm. VOLVE Top,13.995,1.8146803423483981,2.178,0.156
3963.9,13.523,1.8212776483508692,2.181,0.156,Hugin Fm. VOLVE Top,13.523,1.8212776483508692,2.181,0.156
3964.0,14.515,1.8164998105923573,2.186,0.157,Hugin Fm. VOLVE Top,14.515,1.8164998105923573,2.186,0.157
3964.1,15.328,1.816453422583168,2.191,0.158,Hugin Fm. VOLVE Top,15.328,1.816453422583168,2.191,0.158
3964.2,16.77,1.7939718846457129,2.196,0.158,Hugin Fm. VOLVE Top,16.77,1.7939718846457129,2.196,0.158
3964.3,16.97,1.8016986282274334,2.199,0.156,Hugin Fm. VOLVE Top,16.97,1.8016986282274334,2.199,0.156
3964.4,15.622,1.808885867359812,2.202,0.155,Hugin Fm. VOLVE Top,15.622,1.808885867359812,2.202,0.155
3964.5,15.269,1.831056710291183,2.203,0.156,Hugin Fm. VOLVE Top,15.269,1.831056710291183,2.203,0.156
3964.6,16.776,1.8220241627750682,2.204,0.156,Hugin Fm. VOLVE Top,16.776,1.8220241627750682,2.204,0.156
3964.7,17.145,1.8161285677099783,2.204,0.157,Hugin Fm. VOLVE Top,17.145,1.8161285677099783,2.204,0.157
3964.8,17.897,1.8176182484691246,2.204,0.157,Hugin Fm. VOLVE Top,17.897,1.8176182484691246,2.204,0.157
3964.9,16.87,1.8212579858955449,2.204,0.158,Hugin Fm. VOLVE Top,,1.8212579858955449,2.204,0.158
3965.0,16.716,1.8106289836371174,2.204,0.159,Hugin Fm. VOLVE Top,16.716,,2.204,0.159
3965.1,15.842,1.8077717284580443,2.204,0.16,Hugin Fm. VOLVE Top,15.842,1.8077717284580443,2.204,0.16
3965.2,14.506,1.8146537242351004,2.204,0.163,Hugin Fm. VOLVE Top,14.506,1.8146537242351004,2.204,0.163
3965.3,15.025,1.8142808992465183,2.207,0.163,Hugin Fm. VOLVE Top,15.025,1.8142808992465183,2.207,0.163
3965.4,14.847,1.811722426504338,2.21,0.163,Hugin Fm. VOLVE Top,14.847,1.811722426504338,2.21,0.163
3965.5,15.802,1.8085957912720483,2.211,0.164,Hugin Fm. VOLVE Top,15.802,1.8085957912720483,2.211,0.164
3965.6,16.779,1.8070138326616374,2.212,0.165,Hugin Fm. VOLVE Top,16.779,,2.212,0.165
3965.7,16.623,1.8030403754596613,2.213,0.166,Hugin Fm. VOLVE Top,16.623,1.8030403754596613,2.213,0.166
3965.8,16.359,1.8001807508984993,2.214,0.166,Hugin Fm. VOLVE Top,,1.8001807508984993,2.214,0.166
3965.9,16.264,1.7994715074078376,2.215,0.166,Hugin Fm. VOLVE Top,16.264,1.7994715074078376,2.215,0.166
3966.0,16.699,1.8019590870325055,2.213,0.166,Hugin Fm. VOLVE Top,,1.8019590870325055,2.213,0.166
3966.1,16.289,1.7969418710564635,2.208,0.167,Hugin Fm. VOLVE Top,16.289,1.7969418710564635,2.208,0.167
3966.2,15.708,1.7850164603833136,2.202,0.169,Hugin Fm. VOLVE Top,15.708,1.7850164603833136,2.202,0.169
3966.3,15.854,1.7843533553723774,2.196,0.172,Hugin Fm. VOLVE Top,,1.7843533553723774,2.196,0.172
3966.4,15.861,1.7784551501684562,2.195,0.172,Hugin Fm. VOLVE Top,,,2.195,0.172
3966.5,14.788,1.7885289546097507,2.197,0.176,Hugin Fm. VOLVE Top,14.788,1.7885289546097507,2.197,0.176
3966.6,15.008,1.7977244524792826,2.199,0.173,Hugin Fm. VOLVE Top,,,2.199,0.173
3966.7,15.302,1.804146250091599,2.199,0.172,Hugin Fm. VOLVE Top,15.302,1.804146250091599,2.199,0.172
3966.8,15.034,1.8081231595638672,2.197,0.17,Hugin Fm. VOLVE Top,15.034,1.8081231595638672,2.197,0.17
3966.9,16.05,1.8110250876773804,2.195,0.168,Hugin Fm. VOLVE Top,16.05,1.8110250876773804,2.195,0.168
3967.0,17.352,1.8171950368082235,2.193,0.166,Hugin Fm. VOLVE Top,17.352,1.8171950368082235,2.193,0.166
3967.1,18.281,1.805908455074197,2.192,0.166,Hugin Fm. VOLVE Top,,,2.192,0.166
3967.2,17.743,1.7931685215331978,2.194,0.166,Hugin Fm. VOLVE Top,17.743,1.7931685215331978,2.194,0.166
3967.3,16.951,1.8073861789094117,2.196,0.167,Hugin Fm. VOLVE Top,16.951,1.8073861789094117,2.196,0.167
3967.4,16.747,1.8110250876773804,2.199,0.168,Hugin Fm. VOLVE Top,,1.8110250876773804,2.199,0.168
3967.5,16.01,1.8172082684170874,2.201,0.166,Hugin Fm. VOLVE Top,16.01,1.8172082684170874,2.201,0.166
3967.6,15.806,1.8091824889789263,2.204,0.165,Hugin Fm. VOLVE Top,15.806,,2.204,0.165
3967.7,16.25,1.8073929458871676,2.205,0.163,Hugin Fm. VOLVE Top,,1.8073929458871676,2.205,0.163
3967.8,15.658,1.8113604864876676,2.205,0.163,Hugin Fm. VOLVE Top,15.658,1.8113604864876676,2.205,0.163
3967.9,16.002,1.809566447830854,2.203,0.163,Hugin Fm. VOLVE Top,,,2.203,0.163
3968.0,15.493,1.8164931840372498,2.202,0.162,Hugin Fm. VOLVE Top,15.493,1.8164931840372498,2.202,0.162
3968.1,14.997,1.8172214996228373,2.203,0.163,Hugin Fm. VOLVE Top,,1.8172214996228373,2.203,0.163
3968.2,15.831,1.8150395272923356,2.206,0.165,Hugin Fm. VOLVE Top,15.831,1.8150395272923356,2.206,0.165
3968.3,15.551,1.8194320574025147,2.208,0.164,Hugin Fm. VOLVE Top,,,2.208,0.164
3968.4,15.495,1.815757007210856,2.208,0.163,Hugin Fm. VOLVE Top,15.495,1.815757007210856,2.208,0.163
3968.5,16.383,1.8124587799802065,2.204,0.161,Hugin Fm. VOLVE Top,16.383,1.8124587799802065,2.204,0.161
3968.6,16.201,1.8102728530707508,2.199,0.16,Hugin Fm. VOLVE Top,16.201,,2.199,0.16
3968.7,17.002,1.8080961364958392,2.194,0.159,Hugin Fm. VOLVE Top,,1.8080961364958392,2.194,0.159
3968.8,17.191,1.8077243986996496,2.193,0.156,Hugin Fm. VOLVE Top,17.191,1.8077243986996496,2.193,0.156
3968.9,16.626,1.8034093133106062,2.195,0.155,Hugin Fm. VOLVE Top,16.626,1.8034093133106062,2.195,0.155
3969.0,15.933,1.8041189784244114,2.196,0.154,Hugin Fm. VOLVE Top,15.933,1.8041189784244114,2.196,0.154
3969.1,15.089,1.801616345615399,2.197,0.154,Hugin Fm. VOLVE Top,15.089,1.801616345615399,2.197,0.154
3969.2,13.938,1.8023357904398134,2.198,0.155,Hugin Fm. VOLVE Top,13.938,1.8023357904398134,2.198,0.155
3969.3,14.135,1.80375746706719,2.199,0.154,Hugin Fm. VOLVE Top,14.135,1.80375746706719,2.199,0.154
3969.4,14.703,1.8008957069930722,2.199,0.153,Hugin Fm. VOLVE Top,14.703,,2.199,0.153
3969.5,14.615,1.7998021727654254,2.198,0.152,Hugin Fm. VOLVE Top,,1.7998021727654254,2.198,0.152
3969.6,15.334,1.7923706747407038,2.197,0.152,Hugin Fm. VOLVE Top,15.334,1.7923706747407038,2.197,0.152
